OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,23520,4.4,21.38,44480,0.9,15.17,17.89,21.19,23.62,27.58,31550,37210,44070,49120,57370
37-3013,Tree Trimmers and Pruners,detailed,50270,4.1,25.41,52850,1.5,16.56,19.58,23.59,29.06,36.47,34450,40720,49070,60450,75870
37-3019,"Grounds Maintenance Workers, All Other",detailed,11980,7.4,22.37,46540,1.4,14.14,16.86,20.82,25.86,36.03,29410,35080,43310,53800,74940
39-0000,Personal Care and Service Occupations,major,3040630,0.6,18.48,38430,0.5,11.12,13.66,16.47,20.83,28.19,23130,28420,34260,43320,58630
39-1000,Supervisors of Personal Care and Service Workers,minor,219680,1.1,24.85,51690,0.5,15.29,18.17,22.86,29.24,36.67,31800,37800,47550,60830,76280
39-1010,First-Line Supervisors of Entertainment and Recreation Workers,broad,113230,0.8,25.57,53190,0.5,15.6,18.36,23.28,30.18,37.85,32450,38200,48430,62760,78720
39-1013,First-Line Supervisors of Gambling Services Workers,detailed,25100,0.9,29.86,62110,0.6,17.9,23.32,29.43,35.62,39.56,37230,48510,61210,74080,82290
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",detailed,88140,1.1,24.35,50650,0.6,15.1,17.9,22.14,28.63,36.32,31400,37220,46060,59540,75550
39-1020,First-Line Supervisors of Personal Service Workers,broad,106440,1.7,24.08,50090,0.6,15.06,17.99,22.45,28.08,34.62,31330,37430,46690,58410,72000
39-1022,First-Line Supervisors of Personal Service Workers,detailed,106440,1.7,24.08,50090,0.6,15.06,17.99,22.45,28.08,34.62,31330,37430,46690,58410,72000
39-2000,Animal Care and Service Workers,minor,288060,2.8,16.49,34290,0.5,11.23,13.55,15.31,17.62,22.35,23350,28190,31830,36650,46500
39-2010,Animal Trainers,broad,19240,3.5,21.59,44910,1.6,13.92,15.92,18.66,23.59,31.4,28960,33120,38810,49080,65320
39-2011,Animal Trainers,detailed,19240,3.5,21.59,44910,1.6,13.92,15.92,18.66,23.59,31.4,28960,33120,38810,49080,65320
39-2020,Animal Caretakers,broad,268830,3.0,16.12,33530,0.5,11.15,13.47,15,17.41,21.67,23180,28030,31200,36220,45080
39-2021,Animal Caretakers,detailed,268830,3.0,16.12,33530,0.5,11.15,13.47,15,17.41,21.67,23180,28030,31200,36220,45080
39-3000,Entertainment Attendants and Related Workers,minor,612760,0.6,15.5,32250,0.5,10.38,11.94,14.35,16.95,20.79,21590,24840,29840,35250,43240
39-3010,Gambling Services Workers,broad,102570,1.1,18.65,38790,0.9,10.38,11.41,15.5,20.31,33.21,21580,23730,32240,42250,69070
39-3011,Gambling Dealers,detailed,80570,1.1,19.25,40030,1.0,10.29,11.23,15.5,22.6,36.16,21410,23350,32240,47010,75200
39-3012,Gambling and Sports Book Writers and Runners,detailed,8700,4.3,15.4,32030,1.6,10.38,11.66,14.02,17.25,20.88,21580,24260,29170,35880,43440
39-3019,"Gambling Service Workers, All Other",detailed,13300,3.9,17.14,35650,1.5,11,13.12,15.72,18.39,24.55,22880,27290,32710,38260,51070
39-3020,Motion Picture Projectionists,broad,2610,10.1,21.06,43800,3.7,10.98,13,16.9,22.24,39.18,22840,27040,35160,46260,81490
39-3021,Motion Picture Projectionists,detailed,2610,10.1,21.06,43800,3.7,10.98,13,16.9,22.24,39.18,22840,27040,35160,46260,81490
39-3030,"Ushers, Lobby Attendants, and Ticket Takers",broad,117560,2.4,14.67,30520,0.6,10.45,12.1,14.32,16.73,18.16,21730,25170,29780,34800,37780
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,117560,2.4,14.67,30520,0.6,10.45,12.1,14.32,16.73,18.16,21730,25170,29780,34800,37780
39-3090,Miscellaneous Entertainment Attendants and Related Workers,broad,390020,0.9,14.89,30970,0.5,10.34,12,14.21,16.79,18.98,21510,24960,29560,34920,39480
39-3091,Amusement and Recreation Attendants,detailed,361680,1.0,14.54,30240,0.5,10.31,11.9,14.13,16.58,18.31,21450,24750,29390,34490,38080
39-3092,Costume Attendants,detailed,6300,5.1,28.96,60230,1.9,16.07,18.68,25.18,36.62,45.71,33430,38860,52370,76170,95070
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,14720,4.6,16.63,34590,1.8,10.37,13.08,16.08,18.51,22.75,21580,27210,33450,38490,47320
39-3099,"Entertainment Attendants and Related Workers, All Other",detailed,7320,6.9,16.67,34670,1.5,10.66,12.81,16,18.81,23.8,22170,26650,33280,39110,49500
39-4000,Funeral Service Workers,minor,63430,1.4,21.88,45520,0.7,13.14,14.78,18.31,25.39,35.43,27320,30730,38080,52800,73690
39-4010,Embalmers and Crematory Operators,broad,6600,4.3,24.35,50640,1.3,15.54,18.02,23,28.29,35.06,32310,37490,47830,58850,72920
39-4011,Embalmers,detailed,3380,5.6,27.26,56690,1.5,17,21.7,26.01,30.34,38.29,35360,45130,54090,63100,79650
39-4012,Crematory Operators,detailed,3220,10.7,21.3,44290,1.7,15,16.82,20.03,24.1,29.14,31200,34980,41670,50120,60600
39-4020,Funeral Attendants,broad,32620,1.8,16.92,35200,0.8,11.6,13.86,16.27,18.32,22.39,24120,28820,33850,38110,46580
39-4021,Funeral Attendants,detailed,32620,1.8,16.92,35200,0.8,11.6,13.86,16.27,18.32,22.39,24120,28820,33850,38110,46580
39-4030,"Morticians, Undertakers, and Funeral Arrangers",broad,24200,2.8,27.9,58020,1.1,14.74,18.9,24.53,34.28,44.17,30660,39320,51030,71300,91870
39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,24200,2.8,27.9,58020,1.1,14.74,18.9,24.53,34.28,44.17,30660,39320,51030,71300,91870
39-5000,Personal Appearance Workers,minor,532400,0.7,19.96,41510,0.8,11.6,14.2,16.79,22.31,30.05,24140,29540,34930,46390,62510
39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",broad,310830,1.7,20.08,41770,0.9,11.34,13.9,16.87,22.85,30.41,23580,28900,35080,47530,63260
39-5011,Barbers,detailed,15990,17.7,19.99,41570,2.4,12.87,14.49,17.38,23.66,29.37,26770,30130,36150,49220,61090
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,294840,2.6,20.09,41780,0.9,11.31,13.87,16.81,22.8,30.44,23520,28850,34970,47420,63310
39-5090,Miscellaneous Personal Appearance Workers,broad,221570,1.4,19.78,41140,1.2,12.88,15,16.73,21.31,29.25,26790,31200,34810,44330,60840
39-5091,"Makeup Artists, Theatrical and Performance",detailed,4130,22.7,32.97,68590,12.1,10.35,10.92,22.79,48.72,67.82,21540,22720,47390,101330,141060
39-5092,Manicurists and Pedicurists,detailed,144810,1.7,17.54,36480,1.0,13.11,14.99,16.47,17.75,23.11,27260,31180,34250,36920,48080
39-5093,Shampooers,detailed,7360,9.9,14.07,29260,2.3,10.67,12.8,14.2,15.67,17.23,22190,26620,29530,32600,35850
39-5094,Skincare Specialists,detailed,65270,3.1,24.57,51100,2.4,13.27,16.01,20.77,28.24,39.1,27600,33310,43200,58730,81320
39-6000,"Baggage Porters, Bellhops, and Concierges",minor,69800,6.0,18.52,38530,1.2,13.37,15.33,17.43,20.79,25.68,27800,31880,36260,43240,53410
39-6010,"Baggage Porters, Bellhops, and Concierges",broad,69800,6.0,18.52,38530,1.2,13.37,15.33,17.43,20.79,25.68,27800,31880,36260,43240,53410
39-6011,Baggage Porters and Bellhops,detailed,28780,6.2,17.36,36100,1.6,11.88,14.51,16.75,18.89,22.89,24710,30180,34840,39290,47610
39-6012,Concierges,detailed,41020,6.8,19.34,40230,1.2,14.19,16.01,17.86,21.84,27.53,29510,33300,37150,45440,57270
39-7000,Tour and Travel Guides,minor,46760,2.4,19.37,40280,1.5,12.47,14.68,17.34,21.41,28.18,25930,30530,36060,44520,58620
39-7010,Tour and Travel Guides,broad,46760,2.4,19.37,40280,1.5,12.47,14.68,17.34,21.41,28.18,25930,30530,36060,44520,58620
39-7010,Tour and Travel Guides,detailed,46760,2.4,19.37,40280,1.5,12.47,14.68,17.34,21.41,28.18,25930,30530,36060,44520,58620
39-9000,Other Personal Care and Service Workers,minor,1207740,0.7,18.44,38340,0.6,11.25,13.77,16.68,20.77,27.58,23400,28640,34690,43200,57360
39-9010,Childcare Workers,broad,497450,1.3,15.42,32070,0.7,10.79,13,14.6,17.41,20.8,22450,27040,30370,36200,43270
39-9011,Childcare Workers,detailed,497450,1.3,15.42,32070,0.7,10.79,13,14.6,17.41,20.8,22450,27040,30370,36200,43270
39-9030,Recreation and Fitness Workers,broad,561200,0.7,21.03,43740,0.7,12,14.63,17.79,24.05,33.37,24960,30420,37000,50020,69410
39-9031,Exercise Trainers and Group Fitness Instructors,detailed,279450,1.2,24.65,51270,0.9,12.91,16.2,22.35,29.62,38.82,26840,33700,46480,61610,80740
39-9032,Recreation Workers,detailed,281750,0.9,17.44,36270,0.5,11.56,14,16.55,19.15,23.89,24040,29120,34410,39840,49690
39-9040,Residential Advisors,broad,88700,2.8,19.33,40200,0.5,13.23,15.63,18.25,22.26,26.75,27520,32510,37950,46310,55640
39-9041,Residential Advisors,detailed,88700,2.8,19.33,40200,0.5,13.23,15.63,18.25,22.26,26.75,27520,32510,37950,46310,55640
39-9090,Miscellaneous Personal Care and Service Workers,broad,60390,2.6,17.88,37190,1.6,11.64,15.18,17.78,18.12,23.08,24210,31570,36980,37690,48000
39-9099,"Personal Care and Service Workers, All Other",detailed,60390,2.6,17.88,37190,1.6,11.64,15.18,17.78,18.12,23.08,24210,31570,36980,37690,48000
41-0000,Sales and Related Occupations,major,13380660,0.3,25.62,53280,0.7,12.4,14.33,17.67,28.41,47.14,25790,29810,36760,59090,98040
41-1000,Supervisors of Sales Workers,minor,1315030,0.9,28.92,60140,0.8,15.06,18.34,23.57,32.32,46.73,31320,38140,49020,67230,97190
41-1010,First-Line Supervisors of Sales Workers,broad,1315030,0.9,28.92,60140,0.8,15.06,18.34,23.57,32.32,46.73,31320,38140,49020,67230,97190
41-1011,First-Line Supervisors of Retail Sales Workers,detailed,1087890,1.2,25.01,52030,0.5,14.59,17.83,22.47,28.71,36.71,30350,37090,46730,59720,76350
41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,227150,1.0,47.61,99020,1.1,23.38,30.54,40.66,57.47,79.05,48640,63510,84570,119530,164420
41-2000,Retail Sales Workers,minor,7655030,0.7,16.59,34520,0.3,11.16,13.37,15.36,17.48,22.01,23210,27810,31940,36350,45770
41-2010,Cashiers,broad,3319210,0.5,14.78,30750,0.2,10.86,12.92,14.3,16.59,17.91,22580,26870,29740,34510,37240
41-2011,Cashiers,detailed,3298660,0.5,14.77,30710,0.2,10.86,12.92,14.29,16.59,17.88,22580,26870,29720,34500,37190
41-2012,Gambling Change Persons and Booth Cashiers,detailed,20560,2.1,17.32,36030,0.7,10.88,13.26,15.98,18.92,25.74,22630,27570,33230,39340,53540
41-2020,Counter and Rental Clerks and Parts Salespersons,broad,651070,1.9,19.91,41410,0.5,13.04,14.87,17.88,22.62,28.84,27120,30930,37200,47040,59990
41-2021,Counter and Rental Clerks,detailed,390300,2.0,20.02,41630,0.6,13.14,15.5,17.98,22.5,28.65,27330,32240,37400,46790,59600
41-2022,Parts Salespersons,detailed,260770,1.9,19.75,41080,0.5,12.84,14.34,17.72,22.82,29.08,26700,29830,36860,47470,60480
41-2030,Retail Salespersons,broad,3684740,0.7,17.64,36690,0.4,11.42,13.75,16.19,17.98,23.13,23740,28600,33680,37390,48110
41-2031,Retail Salespersons,detailed,3684740,0.7,17.64,36690,0.4,11.42,13.75,16.19,17.98,23.13,23740,28600,33680,37390,48110
41-3000,"Sales Representatives, Services",minor,2245510,1.1,41.28,85860,1.3,17.57,22.6,30.36,47.62,76.5,36550,47010,63150,99050,159130
41-3010,Advertising Sales Agents,broad,108100,2.0,36.45,75820,1.3,15,21.03,29.46,43.72,64.02,31200,43740,61270,90930,133150
41-3011,Advertising Sales Agents,detailed,108100,2.0,36.45,75820,1.3,15,21.03,29.46,43.72,64.02,31200,43740,61270,90930,133150
41-3020,Insurance Sales Agents,broad,457510,1.2,38.32,79700,1.7,16.8,20.89,28.4,40.11,64.62,34940,43440,59080,83420,134420
41-3021,Insurance Sales Agents,detailed,457510,1.2,38.32,79700,1.7,16.8,20.89,28.4,40.11,64.62,34940,43440,59080,83420,134420
41-3030,"Securities, Commodities, and Financial Services Sales Agents",broad,479630,0.9,52.75,109710,1.3,21.84,24.08,36.97,61.38,102.01,45420,50080,76900,127670,212180
41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,479630,0.9,52.75,109710,1.3,21.84,24.08,36.97,61.38,102.01,45420,50080,76900,127670,212180
41-3040,Travel Agents,broad,58250,3.6,24.06,50040,1.3,14.7,18.13,22.79,28.5,33.48,30580,37720,47410,59290,69640
41-3041,Travel Agents,detailed,58250,3.6,24.06,50040,1.3,14.7,18.13,22.79,28.5,33.48,30580,37720,47410,59290,69640
41-3090,"Miscellaneous Sales Representatives, Services",broad,1142020,2.5,38.98,81080,1.6,17.51,22.7,31.06,47.08,69.02,36430,47220,64600,97920,143550
41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,1142020,2.5,38.98,81080,1.6,17.51,22.7,31.06,47.08,69.02,36430,47220,64600,97920,143550
41-4000,"Sales Representatives, Wholesale and Manufacturing",minor,1600700,0.4,41.79,86920,0.5,18.4,24.09,35.13,49.4,73.88,38270,50110,73080,102750,153680
41-4010,"Sales Representatives, Wholesale and Manufacturing",broad,1600700,0.4,41.79,86920,0.5,18.4,24.09,35.13,49.4,73.88,38270,50110,73080,102750,153680
41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,311780,1.5,54.58,113520,1.0,23.14,31.11,47.94,68.85,93.01,48140,64700,99710,143220,193470
41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,1288920,0.6,38.7,80490,0.5,17.9,23.33,31.56,46.2,63.95,37240,48520,65630,96090,133010
41-9000,Other Sales and Related Workers,minor,564380,1.2,32.09,66760,2.0,13.85,17.04,23.07,37.88,60.77,28810,35440,47990,78790,126410
41-9010,"Models, Demonstrators, and Product Promoters",broad,53880,3.5,20.52,42680,1.1,14.2,15.55,17.88,22.34,28.79,29540,32340,37190,46460,59890
41-9011,Demonstrators and Product Promoters,detailed,50790,3.1,19.76,41090,1.0,14.16,15.54,17.77,21.95,27.97,29460,32330,36970,45650,58180
41-9012,Models,detailed,3090,21.2,33.03,68700,6.1,15.23,16.53,22.8,31,67.46,31680,34390,47430,64480,140310
41-9020,Real Estate Brokers and Sales Agents,broad,249080,1.6,35.1,73010,3.4,15.46,18.75,27.22,40.38,61.12,32160,39000,56620,83990,127120
41-9021,Real Estate Brokers,detailed,51350,12.9,41.41,86130,9.5,17.54,22.69,30.32,47.15,77.39,36490,47200,63060,98060,160980
41-9022,Real Estate Sales Agents,detailed,197720,4.2,33.46,69610,1.5,15.1,18.3,26.11,39.16,57.49,31410,38050,54300,81460,119590
41-9030,Sales Engineers,broad,59340,1.8,62.77,130550,1.0,32.58,41.84,56.23,77.27,97.43,67760,87030,116950,160720,202660
41-9031,Sales Engineers,detailed,59340,1.8,62.77,130550,1.0,32.58,41.84,56.23,77.27,97.43,67760,87030,116950,160720,202660
41-9040,Telemarketers,broad,81580,2.9,17.64,36680,1.1,11.74,13.85,16.58,19.41,23.9,24430,28810,34480,40380,49700
41-9041,Telemarketers,detailed,81580,2.9,17.64,36680,1.1,11.74,13.85,16.58,19.41,23.9,24430,28810,34480,40380,49700
41-9090,Miscellaneous Sales and Related Workers,broad,120500,3.6,25.74,53530,1.0,12.92,15.98,21.2,30.33,43.42,26880,33230,44100,63080,90310
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,6220,12.3,20.29,42200,2.8,10.64,14.2,16.78,22.18,30,22140,29540,34910,46140,62400
41-9099,"Sales and Related Workers, All Other",detailed,114280,3.3,26.03,54150,1.0,13.1,16.14,21.45,30.56,44.2,27250,33580,44610,63560,91940
43-0000,Office and Administrative Support Occupations,major,18533450,0.1,23.05,47940,0.1,14.54,17.39,21.39,26.97,34.35,30240,36170,44480,56100,71440
43-1000,Supervisors of Office and Administrative Support Workers,minor,1504570,0.4,32.99,68620,0.2,19.74,24.12,30.5,38.31,48.21,41060,50160,63450,79690,100270
43-1010,First-Line Supervisors of Office and Administrative Support Workers,broad,1504570,0.4,32.99,68620,0.2,19.74,24.12,30.5,38.31,48.21,41060,50160,63450,79690,100270
43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,1504570,0.4,32.99,68620,0.2,19.74,24.12,30.5,38.31,48.21,41060,50160,63450,79690,100270
43-2000,Communications Equipment Operators,minor,49810,2.3,19.51,40570,0.6,13.57,15.34,17.8,21.8,29.02,28220,31900,37030,45350,60360
43-2010,"Switchboard Operators, Including Answering Service",broad,43830,2.5,19.24,40020,0.6,13.48,15.19,17.67,21.08,28.28,28030,31600,36750,43840,58810
43-2011,"Switchboard Operators, Including Answering Service",detailed,43830,2.5,19.24,40020,0.6,13.48,15.19,17.67,21.08,28.28,28030,31600,36750,43840,58810
43-2020,Telephone Operators,broad,4600,6.4,20.24,42100,2.0,14.31,16.26,18.31,23.36,28.48,29770,33820,38080,48590,59230
43-2021,Telephone Operators,detailed,4600,6.4,20.24,42100,2.0,14.31,16.26,18.31,23.36,28.48,29770,33820,38080,48590,59230
43-2090,Miscellaneous Communications Equipment Operators,broad,1380,11.5,25.6,53240,2.6,17.37,20.97,23.71,29.67,36.52,36130,43620,49310,61710,75960
43-2099,"Communications Equipment Operators, All Other",detailed,1380,11.5,25.6,53240,2.6,17.37,20.97,23.71,29.67,36.52,36130,43620,49310,61710,75960
43-3000,Financial Clerks,minor,2739760,0.3,23.01,47860,0.1,15.47,18.12,22.02,26.63,31.55,32170,37690,45790,55380,65610
43-3010,Bill and Account Collectors,broad,190910,2.8,22.12,46020,0.3,15.36,17.91,21.27,24.36,29.98,31960,37260,44250,50680,62360
43-3011,Bill and Account Collectors,detailed,190910,2.8,22.12,46020,0.3,15.36,17.91,21.27,24.36,29.98,31960,37260,44250,50680,62360
43-3020,Billing and Posting Clerks,broad,430220,0.9,22.66,47120,0.2,16.52,18.46,21.92,25.08,30.06,34360,38390,45590,52170,62530
43-3021,Billing and Posting Clerks,detailed,430220,0.9,22.66,47120,0.2,16.52,18.46,21.92,25.08,30.06,34360,38390,45590,52170,62530
43-3030,"Bookkeeping, Accounting, and Auditing Clerks",broad,1501910,0.4,23.84,49580,0.1,15.61,18.65,22.81,27.9,33.11,32460,38790,47440,58040,68860
43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,1501910,0.4,23.84,49580,0.1,15.61,18.65,22.81,27.9,33.11,32460,38790,47440,58040,68860
43-3040,Gambling Cage Workers,broad,12560,1.9,17.67,36750,0.7,12.4,14.23,17.36,19.8,23.29,25790,29590,36110,41180,48450
43-3041,Gambling Cage Workers,detailed,12560,1.9,17.67,36750,0.7,12.4,14.23,17.36,19.8,23.29,25790,29590,36110,41180,48450
43-3050,Payroll and Timekeeping Clerks,broad,157230,1.2,26.29,54690,0.3,17.29,21,25.11,30.45,36.45,35960,43680,52240,63330,75820
43-3051,Payroll and Timekeeping Clerks,detailed,157230,1.2,26.29,54690,0.3,17.29,21,25.11,30.45,36.45,35960,43680,52240,63330,75820
43-3060,Procurement Clerks,broad,61580,1.1,23.05,47940,0.3,16.6,18.72,22.44,26.34,30.36,34520,38940,46670,54790,63140
43-3061,Procurement Clerks,detailed,61580,1.1,23.05,47940,0.3,16.6,18.72,22.44,26.34,30.36,34520,38940,46670,54790,63140
43-3070,Tellers,broad,340820,2.1,18.68,38850,0.2,14.29,16.81,18.1,21.11,22.57,29720,34970,37640,43900,46950
43-3071,Tellers,detailed,340820,2.1,18.68,38850,0.2,14.29,16.81,18.1,21.11,22.57,29720,34970,37640,43900,46950
43-3090,Miscellaneous Financial Clerks,broad,44520,4.0,25.33,52690,0.6,17.69,21.32,24.01,27.91,34.67,36800,44340,49940,58050,72120
43-3099,"Financial Clerks, All Other",detailed,44520,4.0,25.33,52690,0.6,17.69,21.32,24.01,27.91,34.67,36800,44340,49940,58050,72120
43-4000,Information and Record Clerks,minor,5537420,0.2,20.49,42610,0.1,13.85,16.28,18.77,23.19,29.15,28800,33860,39030,48240,60630
43-4010,Brokerage Clerks,broad,48060,3.5,30.35,63130,0.9,22,24.44,28.92,34.65,41.49,45750,50830,60150,72080,86300
43-4011,Brokerage Clerks,detailed,48060,3.5,30.35,63130,0.9,22,24.44,28.92,34.65,41.49,45750,50830,60150,72080,86300
43-4020,Correspondence Clerks,broad,4650,15.0,22.57,46940,6.1,15,17.43,20.25,27.72,33,31200,36250,42120,57660,68650
43-4021,Correspondence Clerks,detailed,4650,15.0,22.57,46940,6.1,15,17.43,20.25,27.72,33,31200,36250,42120,57660,68650
43-4030,"Court, Municipal, and License Clerks",broad,157960,0.6,23.44,48760,0.2,15.48,18.2,22.17,27.41,32.37,32190,37850,46110,57010,67330
43-4031,"Court, Municipal, and License Clerks",detailed,157960,0.6,23.44,48760,0.2,15.48,18.2,22.17,27.41,32.37,32190,37850,46110,57010,67330
43-4040,"Credit Authorizers, Checkers, and Clerks",broad,14290,4.1,24.22,50380,1.2,15.84,18.8,23.08,27.46,31.47,32950,39110,48000,57130,65460
43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,14290,4.1,24.22,50380,1.2,15.84,18.8,23.08,27.46,31.47,32950,39110,48000,57130,65460
43-4050,Customer Service Representatives,broad,2858710,0.5,20.92,43520,0.1,14.21,16.72,19.08,23.31,29.45,29560,34780,39680,48480,61250
43-4051,Customer Service Representatives,detailed,2858710,0.5,20.92,43520,0.1,14.21,16.72,19.08,23.31,29.45,29560,34780,39680,48480,61250
43-4060,"Eligibility Interviewers, Government Programs",broad,150190,0.6,24.92,51840,0.1,17.65,19.85,24.17,29.57,32.78,36720,41290,50270,61510,68180
43-4061,"Eligibility Interviewers, Government Programs",detailed,150190,0.6,24.92,51840,0.1,17.65,19.85,24.17,29.57,32.78,36720,41290,50270,61510,68180
43-4070,File Clerks,broad,82290,2.2,19.58,40730,0.5,13,15.55,18.33,22.68,27.95,27040,32350,38130,47180,58140
43-4071,File Clerks,detailed,82290,2.2,19.58,40730,0.5,13,15.55,18.33,22.68,27.95,27040,32350,38130,47180,58140
43-4080,"Hotel, Motel, and Resort Desk Clerks",broad,263800,1.3,15.66,32570,0.5,11.3,13.51,14.8,17.33,20.11,23500,28100,30790,36040,41820
43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,263800,1.3,15.66,32570,0.5,11.3,13.51,14.8,17.33,20.11,23500,28100,30790,36040,41820
43-4110,"Interviewers, Except Eligibility and Loan",broad,160550,1.0,20.55,42750,0.3,14.48,17.12,19.38,23.25,27.93,30110,35600,40300,48350,58090
43-4111,"Interviewers, Except Eligibility and Loan",detailed,160550,1.0,20.55,42750,0.3,14.48,17.12,19.38,23.25,27.93,30110,35600,40300,48350,58090
43-4120,"Library Assistants, Clerical",broad,83680,1.4,17.29,35970,0.3,11.3,13.79,16.36,19.86,24.14,23510,28670,34020,41300,50200
43-4121,"Library Assistants, Clerical",detailed,83680,1.4,17.29,35970,0.3,11.3,13.79,16.36,19.86,24.14,23510,28670,34020,41300,50200
43-4130,Loan Interviewers and Clerks,broad,203940,0.9,23.4,48660,0.3,16.83,18.88,22.78,27.48,30.32,35010,39270,47380,57150,63070
43-4131,Loan Interviewers and Clerks,detailed,203940,0.9,23.4,48660,0.3,16.83,18.88,22.78,27.48,30.32,35010,39270,47380,57150,63070
43-4140,New Accounts Clerks,broad,41180,4.0,21.48,44670,0.9,16.85,18.26,21.46,23.43,27.12,35040,37970,44630,48730,56420
43-4141,New Accounts Clerks,detailed,41180,4.0,21.48,44670,0.9,16.85,18.26,21.46,23.43,27.12,35040,37970,44630,48730,56420
43-4150,Order Clerks,broad,91830,2.1,20.93,43530,0.7,14.78,17.11,20,23.87,28.63,30730,35590,41600,49660,59560
43-4151,Order Clerks,detailed,91830,2.1,20.93,43530,0.7,14.78,17.11,20,23.87,28.63,30730,35590,41600,49660,59560
43-4160,"Human Resources Assistants, Except Payroll and Timekeeping",broad,101440,1.2,23.46,48800,0.3,16.58,19.26,22.94,26.93,30.89,34490,40070,47710,56010,64250
43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,101440,1.2,23.46,48800,0.3,16.58,19.26,22.94,26.93,30.89,34490,40070,47710,56010,64250
43-4170,Receptionists and Information Clerks,broad,1003820,1.1,17.59,36590,0.2,12.95,14.64,17.23,19.58,22.77,26940,30450,35840,40720,47360
43-4171,Receptionists and Information Clerks,detailed,1003820,1.1,17.59,36590,0.2,12.95,14.64,17.23,19.58,22.77,26940,30450,35840,40720,47360
43-4180,Reservation and Transportation Ticket Agents and Travel Clerks,broad,119270,1.1,22.51,46820,0.4,15.34,17.34,19.52,27.42,34.46,31900,36070,40610,57030,71680
43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,119270,1.1,22.51,46820,0.4,15.34,17.34,19.52,27.42,34.46,31900,36070,40610,57030,71680
43-4190,Miscellaneous Information and Record Clerks,broad,151760,0.8,23,47840,0.4,15.09,18.08,22.22,26.83,31.6,31390,37610,46210,55800,65730
43-4199,"Information and Record Clerks, All Other",detailed,151760,0.8,23,47840,0.4,15.09,18.08,22.22,26.83,31.6,31390,37610,46210,55800,65730
43-5000,"Material Recording, Scheduling, Dispatching, and Distributing Workers",minor,2316650,0.8,24.25,50430,0.2,16.07,18.44,22.4,28.85,36.07,33420,38350,46590,60010,75030
43-5010,Cargo and Freight Agents,broad,105220,2.4,25.22,52460,0.8,17.56,19.43,23.24,28.91,35.01,36520,40410,48330,60140,72820
43-5011,Cargo and Freight Agents,detailed,105220,2.4,25.22,52460,0.8,17.56,19.43,23.24,28.91,35.01,36520,40410,48330,60140,72820
43-5020,Couriers and Messengers,broad,72010,2.3,18.44,38350,0.4,13.48,15.81,17.65,20.32,23.71,28040,32870,36710,42270,49310
43-5021,Couriers and Messengers,detailed,72010,2.3,18.44,38350,0.4,13.48,15.81,17.65,20.32,23.71,28040,32870,36710,42270,49310
43-5030,Dispatchers,broad,303910,0.7,24.64,51250,0.2,15.55,18.41,22.85,28.95,36.47,32330,38280,47530,60220,75850
43-5031,Public Safety Telecommunicators,detailed,97820,0.9,25.07,52140,0.3,16.1,19.02,23.51,29.55,36.49,33490,39560,48890,61460,75910
43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,206090,1.0,24.44,50830,0.3,15.44,18.17,22.53,28.6,36.46,32110,37800,46860,59500,75840
43-5040,"Meter Readers, Utilities",broad,19900,3.0,25.77,53610,0.9,15.06,18.11,22.94,31.54,39.5,31320,37660,47720,65600,82150
43-5041,"Meter Readers, Utilities",detailed,19900,3.0,25.77,53610,0.9,15.06,18.11,22.94,31.54,39.5,31320,37660,47720,65600,82150
43-5050,Postal Service Workers,broad,526260,0.0,28.2,58660,0.0,19.94,22.13,27.17,34.54,36.2,41480,46030,56510,71840,75300
43-5051,Postal Service Clerks,detailed,78130,0.0,28.48,59240,0.0,20.05,25.69,28.64,34.54,35.17,41700,53440,59570,71840,73150
43-5052,Postal Service Mail Carriers,detailed,331600,0.0,28.53,59340,0.0,19.94,22.13,27.08,36.2,36.5,41480,46030,56330,75300,75920
